CO_CNES,PA_CODUNI,count,sum,"Lat, Long",NO_FANTASIA,NU_LATITUDE,NU_LONGITUDE,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NO_COMPLEMENTO,CO_CEP,HR_INICIO_ATENDIMENTO,HR_FIM_ATENDIMENTO,TURNO_ATENDIMENTO,MOTIVO_DESATIVACAO,_c13
2695111,2695111,5,33.0,"-19.8706248,-44.0010999",UNIDADE DE PRONTO ATENDIMENTO PAMPULHA,-1987062488279600,"-4,40010917186737E+016",AVENIDA SANTA TEREZINHA,515,ITATIAIA,null,30130007,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2695251,2695251,35,243.15,"-1.3027296,-48.4881882",HOSPITAL ABELARDO SANTOS,-1302762204,-48487929134,TRAVESSA ITABORAI,110,CRUZEIRO,null,66810030,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2695324,2695324,5,42.480000000000004,"-19.926893,-43.897992",HOSPITAL DA BALEIA,-19926893,-43897992,RUA JURAMENTO,1464,SAUDADE,null,30285408,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2698439,2698439,77,1158.3000000000002,"-23.941082,-46.3209112",SEAMBESP REGIAO CENTRAL HISTORICA SANTOS,-239458108,-463217285,AVENIDA CONSELHEIRO NEBIAS,199,VILA NOVA,null,11015001,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2698471,2698471,1,23.16,"-23.9433527,-46.3771681",SECAO HOSPITAL MUNICIPAL DR ARTHUR DOMINGUES PINTO,-239436602,-463765278,RUA MINISTRO AGAMENON MAGALHAES,S/N,JARDIM CASTELO,UNIDADE A 2,11087180,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2701308,2701308,6,0.0,"-23.2109926,-46.8588581",UNIDADE BASICA DE SAUDE AGAPEAMA,-23186,-46884,RUA LUIS CARPI,238,VILA DIDI,null,13203400,08:00,22:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2701391,2701391,22,0.0,"-23.2117265,-46.8714684",UNIDADE BASICA DE SAUDE ESPLANADA,-23186,-46884,RUA JOAO OMAIR SIMIONATO,100,JD ESPLANADA,null,13202130,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2702193,2702193,1,24.2,"-23.4350898,-45.0714174",SANTA CASA DE MISERICORDIA DE UBATUBA,-23434,-45071,RUA CONCEICAO,135,CENTRO,null,11680000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2702398,2702398,12,120.0,"-26.7229119,-48.9296667",CENTRO DE SAUDE AMERICO LUCIANI,-2672309281585570,"-4,8930230140686E+016",RUA ERICH GIELOW,S/N,CENTRO,null,89128000,07:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2704587,2704587,2,56.599999999999994,"-23.2161304,-44.7126921",HOSPITAL MUNICIPAL HUGO MIRANDA,-23218,-44713,RUA SAO PEDRO DE ALCANTARA,1,PONTAL,null,23970000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2704773,2704773,4,0.0,"-23.1744959,-46.886677",UNIDADE BASICA DE SAUDE VILA RIO BRANCO,-231742941,-468860239,RUA HELIO ANTONIO LUCENA,100,VL RIO BRANCO,null,13215284,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2704838,2704838,2,0.0,"-23.2480345,-46.8595207",UNIDADE BASICA DE SAUDE SANTA GERTRUDES,-232450184,-468545784,RUA ALICE GUIMARAES PELLEGRINI,780,JD STA GERTRUDES,null,13205250,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2705125,2705125,2,0.0,"-23.1777529,-46.9890842999999",UNIDADE BASICA DE SAUDE SARAPIRANGA PACS,-231779923,-469892993,RUA ANTONIO RODRIGUES,17,JD SARAPIRANGA,null,13214662,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2705133,2705133,1,0.0,"-23.1426675,-47.004684",CLINICA DA FAMILIA NOVO HORIZONTE VARJAO,-23186,-46884,AV PRESBITERO MANOEL ANTONIO DIAS FILHO,1543,PQ RESIDENCIAL JUNDI,ANEXO 1,13212461,07:00,20:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2705680,2705680,4,0.0,"-20.7631205,-49.3973495",UBS SANTO ANTONIO,-20762149,-49396363,RUA IDA TAGLIAVINI POLACHINI,580,JD SANTO ANTONIO,null,15047162,07:00,22:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2707977,2707977,1,24.2,"-28.9268739,-51.5483617",HOSPITAL COMUNITARIO SAO PEREGRINO LAZZIOZI,-28936,-51549,RUA SAUL IRINEU FARINA,160,SAO PEREGRINO,null,95330000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2708000,2708000,1,6.3,"-27.4955499,-54.0990514999999",HOSPITAL DE CARIDADE DE CRISSIUMAL,-27.5,-54101,RUA REDENTORA,81,CENTRO,HOSPITAL,98640000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2708213,2708213,156,1620.0,"-23.0202957,-43.4826251",SMS CMS HARVEY RIBEIRO DE SOUZA FILHO AP 40,-22903,-43208,AVENIDA GUIOMAR NOVAES,133,RECREIO DOS BANDEIRA,null,22790590,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2708426,2708426,169,0.0,"-22.9213812,-43.1891882",SMS CMS ERNANI AGRICOLA AP 10,"-22,9213","-43,18926",RUA CONSTANT JARDIM,8,SANTA TERESA,null,20240230,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2711168,2711168,2,0.0,"-22.2290405,-54.7578403",UNIDADE BASICA DE SAUDE OTAVIA VITORINO SERRANTE,-222290405,-547578403,FILOMENO JOAO PIRES,2568,PARQUE DAS NACOES I,null,79841608,13:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2714132,2714132,12,0.0,"-7.8842553,-35.4488599",UNIDADE DE SAUDE DA FAMILIA DO JUA,-7877601763791590,-3544283866882320,RUA ANALIA DE ANDRADE LIMA,33,JUA,null,55700000,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2716798,2716798,2,7.26,"-23.1866308,-46.8883557",CEREST CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR,-23186,-46884,RUA ANCHIETA,88,CENTRO,null,13201804,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2719339,2719339,2,20.0,"-9.93388199999999,-36.5539704",CASA DE PARTO NORMAL NOSSA SENHORA DA PENHA,-9933521,-36550270,AVN ANTONIO CUSTODIO PORTO,1,CENTRO,null,57275000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2719630,2719630,1,0.0,"-9.015699,-35.2230640999999",CENTRO DE SAUDE EURICO ACIOLY WANDERLEY,"-9,0142797892491E+015",-3522235035896300,RUA LUIZ HOLANDA,66,CENTRO,CENTRO,57955000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2719673,2719673,2,0.0,"-22.9046325,-43.1744742",CENTRO DE SAUDE VEREADOR JOSE GOMES CALHEIROS,"-9,47640525505326E+015",-3628740459680550,RUA SAO JOSE,S/N,CENTRO,null,57720000,08:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2723158,2723158,3,72.0,"-3.72969189999999,-38.5337888",CENTRO DE DERMATOLOGIA DONA LIBANIA CDERM,-3729360,-38533810,RUA PEDRO I,1033,CENTRO,null,60035101,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2736543,2736543,1,24.0,"-24.958281,-53.4621106",ANATOM,-24957951,-53462036,RUA CASTRO ALVES,1655,CENTRO,null,85801150,08:00,17:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2738864,2738864,68,353.47,"-24.9741081,-53.4116567",UPA VENEZA,-24974381,-53411717,RUA CAFE FILHO,1460,JARDIM VENEZA,null,85818130,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2740338,2740338,3,72.0,"-24.9710726,-53.4986162999999",HOSPITAL DO CANCER DE CASCAVEL UOPECCAN,-24970836,-53498274,RUA ITAQUATIARAS,769,SANTO ONOFRE,null,85806300,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2742462,2742462,1,0.0,"-25.6669663,-52.1245307",UNIDADE BASICA DE SAUDE PAZ,-25663,-52126,PAZ,S/N,PAZ,CASA,85140000,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2748223,2748223,7,148.25,"-22.8914717,-48.4963501999999",HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE BOTUCATU,-22886,-48445,AV PROFESSOR MARIO RUBENS GUIMARAES MONTENEGRO,S/N,UNESP CAMPUS DE BOTU,null,18618687,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2749068,2749068,4,0.0,"-21.6966842,-47.2584677",UNIDADE BASICA DE SAUDE JOSE CARLOS DE MELLO TAMBAU,-2169675025694930,-4725838780403130,RUA LUIZ TEIXEIRA,S/N,VILA PADRE DONIZETTI,null,13710000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2749076,2749076,27,0.0,"-21.6873183,-47.2741702999999",UNIDADE BASICA DE SAUDE RICCIERI FRANCO TAMBAU,"-2,16900212029339E+016",-4727392315864560,RUA BENEDITO FERREIRA,145,CH INEZ CORSO ANDREA,null,13710000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2749084,2749084,10,0.0,"-22.5516736,-47.9103721",UNIDADE BASICA DE SAUDE TOBIAS RIBEIRO NETO TAMBAU,"-2,15344078855997E+016",-4719846725463860,RUA GONCALO ANTONIO DE SOUZA,S/N,SAO PEDRO DOS MORRIN,ZONA RURAL,13710000,07:00,16:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2749319,2749319,2,46.32,"-23.0214334,-45.5559528",HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBATE,-23026,-45555,AVENIDA GRANADEIRO GUIMARAES,270,CENTRO,null,12020130,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2751070,2751070,1,0.0,"-22.1936452,-51.3551256999999",UBS I DE ESPIGAO,"-2,2192347270745E+016",-5135641694068900,RUA HOLANDA,S/N,ESPIGAO,DISTRITO,19575000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2751852,2751852,2,51.66,"-23.5822951,-46.582716",HOSPITAL DIA DA REDE HORA CERTA VILA PRUDENTE,"-2,35821643953045E+016",-4658277153968810,PRACA CENTENARIO DE VILA PRUDENTE,108,VILA PRUDENTE,null,3132050,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2751860,2751860,1,25.83,"-23.5876094,-46.6085568",HD DA REDE HORA CERTA IPIRANGA FLAVIO GIANNOTTI,-23548,-46636,RUA XAVIER DE ALMEIDA,210,IPIRANGA,null,4211000,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2751895,2751895,3,77.49,"-23.5534637,-46.4350423",AMB ESPEC JOSE BONIFACIO IV,-23548,-46636,RUA ANDREAS AMON,150,ITAQUERA,null,8255130,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2752220,2752220,1,0.0,"-23.50028,-46.5171457",UBS ENGENHEIRO GOULART DR JOSE PIRES,"-2,3500171606905E+016",-465168266,RUA AUGUSTO CORREA LEITE,538,ENGENHEIRO GOULART,null,3726100,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2753138,2753138,125,3528.0,"-25.5878489,-49.4060439999999",CENTRO DE ESPECIALIDADES MEDICAS DR AMUR FERREIRA,-25593,-49.41,RUA GUILHERME DA MOTTA CORREIA,55,CENTRO,NIS III FRENTE,83702210,07:00,18:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2754878,2754878,30,300.0,"-22.6034221,-48.8005139",AMBULATORIO DE ESPECIALIDADES DR ANTONIO TEDESCO,-226004911,-488098841,AVENIDA BRASIL,686,CENTRO,null,18682060,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2755009,2755009,2,0.0,"-22.5830986,-48.8121077",ESF DR JOAO PACCOLA PRIMO,-225826798,-488114208,RUA DOS LAVRADORES,34,NUC HAB LUIZ ZILLO,null,18685400,07:00,20:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2755130,2755130,3,95.36,"-22.1336327,-51.4083225",HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE,-22126,-51389,RUA JOSE BONGIOVANI,1297,CIDADE UNIVERSITARIA,null,19050680,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2755491,2755491,2,537.5,"-7.12109399999999,-34.8700556",CLINICA RADIOLOGICA DR AZUIR LESSA LTDA,-7115,-34863,AV MARECHAL DA FONSECA,134,CENTRO,ANEXO B,58040140,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2755742,2755742,11,264.0,"-7.1250127,-34.8744869",LABORATORIO DR ELY CHAVES,-7115,-34863,DOM PEDRO II,780,CENTRO,null,58013420,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2757222,2757222,13,437.84999999999997,"-1.4501751,-48.4970694",DCA TRATAMENTO FORA DOMICILIO,-130162178814519,-484872274632889,RUA MANOEL BARATA,869,CENTRO,null,66010100,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2757761,2757761,6,144.0,"-7.1222524,-34.8730768",CENTRO DE DIAGNOSTICO DO CANCER,-7122652,-34871555,AV DUARTE DA SILVEIRA,590,CENTRO,null,58013280,08:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2757915,2757915,1,10.0,"-7.120411,-34.9734229",SERVICO DE ASSISTENCIA ESPECIALIZADA,-7120411,-34978,RUA DOM EURICO,126,CENTRO,null,58300540,07:30,16:30,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2759306,2759306,1,48.0,"-18.6631252,-48.2026749",POLICLINICA DE ARAGUARI,"-1,86684862074857E+016",-4819807291030880,AVENIDA BATALHAO MAUA,1346,SANTA HELENA,null,38440210,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2759616,2759616,3,672.0,"-20.7335963,-42.0295546",LACO,-20733,-42029,PRACA CORONEL MAXIMIANO,22,CENTRO,null,36800000,08:00,18:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2760452,2760452,7,240.0,"-21.5845942,-45.4403175",IPD J JANINI,-215721809,-454396873,AVENIDA PRINCESA DO SUL,1900,REZENDE,null,37062442,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2761203,2761203,11,63.53,"-18.240643,-43.5983309999999",HOSPITAL DE NOSSA SENHORA DA SAUDE,"-1,82391949634626E+016",-4359821319580070,PRACA REDELVIM ANDRADE,564,CENTRO,null,39100000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2764059,2764059,1,0.0,"-21.488781,-44.644983",UNIDADE BASICA DE SAUDE DR MANOEL MOREIRA DA SILVA JUNIOR,-21488,-44643,RUA CORONEL ANTONIO FRANCISCO,120,CENTRO,PREDIO,37245000,07:00,17:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2766167,2766167,2,64.8,"-23.5350278,-46.6552638",HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO RIO DAS PEDRAS,-22843,-47606,RUA SAO VICENTE DE PAULA,60,CENTRO,null,13390172,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2772280,2772280,2,24.0,"-14.7863555,-39.2772554",HOSPITAL CALIXTO MIDLEJ FILHO,"-1,47864389354035E+016",-3927633762359610,RUA ANTONIO MUNIZ,200,PONTALZINHO,null,45603023,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2772310,2772310,6,69.63,"-22.7373416,-47.6433574",SANTA CASA DE PIRACICABA,-22725,-47649,AVENIDA INDEPENDENCIA,953,ALTO,null,13419155,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2773589,2773589,7,0.0,"-23.5471556,-46.2071243",UBS JARDIM UNIVERSO,-23523,-46188,RUA DOM LUIZ DE SOUZA,136,JARDIM UNIVERSO,null,8740570,null,null,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2773597,2773597,6,0.0,"-23.5477292,-46.2559416",UBS JUNDIAPEBA,-23547738,-462559576728612,RUA VEREADOR NITO SONA,1745,JUNDIAPEBA,null,8750640,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2777347,2777347,190,979.0,"-19.9206145,-48.3798344",UNIDADE DE PRONTO ATENDIMENTO DR ALFREDO SABINO DE FREITAS,-1992030058749530,-4837984085083000,RUA UBERLANDIA,475,CENTRO,null,38120000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2778831,2778831,1,0.63,"-27.2870641,-48.9304751",HOSPITAL NOSSA SENHORA DA IMACULADA CONCEICAO,-27286,-48.93,RUA FLORIANO PEIXOTO,151,CENTRO,null,88270000,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2784602,2784602,51,1680.0,"-23.0923014,-47.2120752",HOSPITAL AUGUSTO DE OLIVEIRA CAMARGO,-230936087,-472144483,AVENIDA FRANCISCO DE PAULA LEITE,399,SANTA CRUZ,null,13330800,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2784653,2784653,4,0.0,"-12.7250588,-60.1454425999999",UNIDADE BASICA DE SAUDE LIRO HOESEL,"-1,27249959059828E+016",-6014513611793510,AVENIDA 1511,1282,CRISTO REI,QUADRA 70,76985328,07:00,22:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2785382,2785382,1,268.75,"-21.9960798,-47.4224036",SANTA CASA DE PIRASSUNUNGA,-220232984,-474191928,AV NEWTON PRADO,1883,CENTRO,null,13631040,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2785722,2785722,16,176.0,"-20.2579477,-42.0315584",HOSPITAL MUNICIPAL DE MANHUACU,-202560193,-420301386,RUA FREDERICO DOLABELA,S/N,CENTRO,TERREO,36900025,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2786117,2786117,2,277.26,"-10.1949614,-48.3348623",HOSPITAL GERAL DE PALMAS DR FRANCISCO AYRES,-10167,-48333,201 SUL NS 01 CONJUNTO 02 LOTE,1,CENTRO,null,77015202,null,null,"06 - ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)", - ,0
2786451,2786451,32,768.0,"-23.0995733,-48.926521",LABORATORIO IPAT,-232134783,-490162515,RUA RIO DE JANEIRO,1048,CENTRO,null,18700130,07:00,11:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,1
2786737,2786737,2,0.0,"-23.6994396,-46.7674327",UBS ALTO DA RIVIERA,-23697170,-46760334,AV PROF MARIO MAZAGAO,194,ALTO DA RIVIERA,null,4929080,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2787199,2787199,5,0.0,"-23.7189499,-46.7700864",UBS J ARACATI,-233253,-463810,RUA FRANCISCO HOMEM DE EL REI,87,JARDIM ARACATI,null,4949070,07:00,17:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2787245,2787245,1,0.0,"-23.7301625,-46.788805",AMA UBS INTEGRADA J CAPELA,-23729836,-46788807,RUA BARAO DE PAIVA MANSO,200,JARDIM CAPELA,null,4960110,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2787253,2787253,1,0.0,"-23.7425113,-46.6863422",AMA UBS INTEGRADA JARDIM CASTRO ALVES DRA MARIA CRISTINA F,-23742097,-46686242,AVENIDA JOAO PAULO BARRETO,131,JD CASTRO ALVES,null,4842150,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2787288,2787288,3,0.0,"-23.678572,-46.7627053999999",UBS J COIMBRA,-23678222,-46762718,ESTRADA DO BOI MIRIM,3301,J COIMBRA,null,4905023,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2787318,2787318,24,0.0,"-23.6715619,-46.7794771",UBS J COMERCIAL,-23548630,-46636026,RUA COSTA NOVA DO PRADO,92,JARDIM COMERCIAL,null,5885190,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2787377,2787377,4,0.0,"-23.5304003,-46.4216256",UBS JARDIM ETELVINA,-23530337,-46421896,RUA MANOEL TEODORO XAVIER,138,GUAIANAZES,null,8430570,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2787423,2787423,7,0.0,"-23.6924078,-46.7878939",UBS J GUARUJA,-236922484,-467883615,RUA JOAO DE ALMADA,25,J GUARUJA,null,5875300,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2787458,2787458,3,0.0,"-23.692299,-46.7574465",UBS J HERCULANO,-23692095,-46757438,RUA IGNACIO LIMAS,11,J HERCULANO,null,4920050,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2787504,2787504,2,0.0,"-23.5057857,-46.5879574",UBS JARDIM JAPAO,-235060032,-465883721,R SOBRAL JUNIOR,452,VILA MARIA ALTA,null,2130020,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2787563,2787563,5,0.0,"-23.6656281,-46.7629059",UBS J LIDIA,-236655896,-467628797,RUA GUTEMBERG JOSE FERREIRA,500,JARDIM LIDIA,null,5860070,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2787644,2787644,5,0.0,"-23.6991815,-46.7750493",UBS J NAKAMURA,"-2,36993538599721E+016",-4677299112081520,RUA MANOEL VITOR DE JESUS,811,JARDIM NAKAMURA,null,4942100,07:00,17:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2788314,2788314,1,0.0,"-23.6611996,-46.7862551",UBS PQ ENGENHO II,-23548539,-46636185,AVENIDA DON RODRIGO SANCHES,700,PARQUE DO ENGENHO,null,5892360,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2788322,2788322,3,0.0,"-23.6759423,-46.7921297",AMA UBS INTEGRADA PQ FERNANDA,-236753635,-467925356,RUA ERNESTO SOARES FILHO,301,PARQUE FERNANDA,null,5888070,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2788365,2788365,1,0.0,"-23.6990248,-46.7807954",AMA UBS INTEGRADA PQ NOVO STO AMARO,-23698885,-46780792,RUA PORTA DO PRADO,18,PQ NOVO STO AMARO,null,5874130,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2788535,2788535,1,0.0,"-23.5998531,-46.4831424",UBS SAO MATEUS NAIR ALVES DE REZENDE NORIMBENI,-2359980824419460,-464827036857605,RUA ANGELO DE CANDIA,1058,SAO MATEUS,null,3958000,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2788616,2788616,1,0.0,"-23.6891153,-46.7660251",UBS STA LUCIA,-23689029,-46766046,RUA CARMELO CALI,26,VILA SANTA LUCIA,null,4940070,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2788691,2788691,2,0.0,"-23.5734178,-46.5159235",AMA UBS INTEGRADA V ANTONIETA,-23548,-46636,RUA CORONEL JOAO OLIVEIRA MELO,440,VILA ANTONIETA,null,3474020,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
2788942,2788942,3,0.0,"-23.5795913,-46.5283349",AMA UBS INTEGRADA VILA GUARANI,-23548,-46636,RUA TERESINHA,123,JD MARINGA,null,3382180,07:00,19:00,"04 - ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE", - ,0
2788993,2788993,4,0.0,"-23.4932464,-46.6009846",UBS VILA IZOLINA MAZZEI,-234933415,-466008918,R ORLANDO RIBEIRO DANTAS,154,VILA IZOLINA MAZZEI,null,2083010,07:00,19:00,03 - ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE, - ,0
